chunk_id,document,section,text,topic
DPM-2025-VOLUME-I_p0273,DPM-2025-VOLUME-I.pdf,Chapter 12,"(259)
DPM - 2025
12.15 Monitoring the Contract
12.15.1 Before commencement of the services, the service provider/
contractor shall submit to the Procuring Entity for approval,
a programme showing the general methods, arrangements,
order and timing for all activities in accordance with Paragraph
12.14.1. The services shall be carried out in accordance with
the approved programme as updated. CFA shall nominate an
officer/ committee to be involved throughout in the conduct of
the contract, and to continuously monitor the performance of
the service provider/contractor.
12.16 Aspects not Covered
12.16.1 Any aspect not covered in this Chapter, will be as per the
relevant provisions in other Chapters of this Manual.
l
CHAPTER 12",procurement
DPM-2025-VOLUME-I_p0274,DPM-2025-VOLUME-I.pdf,Chapter 13,"DPM - 2025
(260)
CHAPTER 13
REFITS/ REPAIRS OF SHIPS/ SUBMARINES/ CRAFT/ ASSETS THROUGH
INDIAN PSU/ PRIVATE SHIPYARDS/ TRADE
13.1 General
13.1.1 A ship/ submarine is a platform that consists of an assortment
of weapons, sensors and support systems, along with propulsion,
power generation and auxiliary systems, facilities for crew, and
fuel and provisions. All the surveillance and weapon systems are
interlinked and integrated through an elaborate data management
system. The platform as a whole, or a part thereof, is required
to be refitted/ repaired from time to time, including, inter-alia,
disassembly, docking, inspection/ survey, repair/ overhaul followed
by trials in harbour and at sea. As an integral part of the refit process,
approved modifications to structure, equipment, machinery and
systems, including installation of new equipment, are also carried
out. Overall, the partial/ complete refit of a ship/ submarine/ yard
craft is a complex activity, wherein concerted planning is required
much before the commencement of the repairs/ refit, and also
during the course of the repairs/ refit, to ensure completion in a
time bound manner, and make the platform seaworthy and battle
worthy. Repair of Marine Assets/ Service Assets also involve the
same kind of planning as required for undertaking repairs/ refits
of Ships/ Submarines. The entire activity is different from other
revenue procurement activity, such as, procurement of goods and
stores or even other services, since a number of peculiar technical
issues are required to be addressed in such cases. Wherever such
activities get covered under the provisions of OCPP (Chapter X
of DAP-2020), procedures spelt out there in shall apply. For the
purpose of clarity, the following definitions would be used in
respect of ships/ submarines/ craft/ assets and their associated
repairs/ refits:-
(a) Competent Technical Authority (CTA). The CTA is the head of
the Service Repair Agency under the relevant CFA.
(b) Contract Operating Authority (COA). Agency assigned by the
CFA on behalf of the President of India to operate and execute
the Contract, including exercising the financial transactions
within the sanctioned costs. The COA is responsible for
execution of the repair/ refit programme, ensuring quality
control/ safety, providing technical guidance, monitoring
progress and addressing all aspects, including critical path
aspects of the various activities being undertaken as part of
the contract.",procurement
DPM-2025-VOLUME-I_p0275,DPM-2025-VOLUME-I.pdf, (261),"(261)
DPM - 2025
(c) Growth of Work (GoW) . Additional technical defects/
services/ maintenance non-conformities/ alterations, etc.,
leading to unforeseen growth in Scope of Work on ships/
submarines/ yard crafts undergoing repairs/ refits, which
were not anticipated/ defined at the contract signing stage,
and for which separate funding allocation is made within the
contract at the AoN stage itself. Such Growth of Work shall be
approved by the CoA during refit.
(d) Marine Assets. All assets, including yard crafts, boats, barges
(both dumb and self-propelled), Battle Practice Targets (BPTs),
Pontoons, Catamarans, Floating Dry Docks, Dock Gates,
Caissons, Flap Gates, etc., which come in direct contact with
the marine environment.
(e) Offloading. In the parlance of repairs and refits of ships/
submarines/ yard crafts/ etc., offloading refers to the process
of offsetting the existing capacity/ resource constraints at
Naval Yards by execution of manpower intensive/ specialised
jobs outsourced through trade, either on case-to-case basis or
by entering into Repair Contracts with PSU/ Private Shipyards.
(f) Post Dismantling Demand (PDD) Spares . Spares required
for completion of repairs/ refits, which are evident only upon
opening up/ dismantling of the equipment/ system, and can
normally not be foreseen at the time of formulation of scope
of work.
(g) Refit. Includes all activities towards servicing of equipment/
refurbishment/ renovation/ modification, including, inter alia,
planned dry docking, to attain designed/ stated performance.
(h) Repair. Includes all activities, except routine repairs, where a
defect/ anomaly in performance/ degradation in performance
of the equipment, necessitates remedial measures on the
stated equipment.
(i) Service Assets . All assets other than Marine Assets,
including Jetty Cranes, Mobile Cranes, Listers, Trailers,
Mobile Generators, Mobile Chilling Plants, Forklifts, Workshop
Machinery, etc., non-availability of which, either directly or
indirectly, affects the productivity of a unit.
(j) Service Repair Agency . The agency of the Indian Navy
(IN)/ Indian Coast Guard (ICG) whose job is to execute the
maintenance and/ or the maintenance policy of the ship/
submarine/ yard craft.
CHAPTER 13",procurement
DPM-2025-VOLUME-I_p0276,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(262)
13.2 Aim
13.2.1 The aim of this chapter is to lay down procedure/ guidelines for
offloading of partial/ complete repairs/ refits of ships/ submarines/
crafts/assets to Indian PSU/ Private ship repair yards/ trade, owing
to the unique nature of repairs/ refits necessitating a distinct
procedure.
13.2.2 Though general procedure/ guidelines mentioned in Chapters 2
– 8 will be applicable for general issues, the unique provisions
mentioned in this Chapter shall supplement those guidelines due
to peculiarity of these types of procurements.
13.3 Offloading of Partial/ Complete Repairs/ Refits of Ships/ Submarines
13.3.1 Refits of ships/ submarines are scheduled in accordance with
the Ops-cum-Refit cycles promulgated for each class of ship. The
refit schedules for a two to three year period (as the case may be,
for ICG and IN respectively) are decided during the Annual Refit
Conference (ARC). The proposals for offloading of refits due to
constraint/s of capacity/ expertise are discussed and approved
during the ARC.
13.3.2 Pre-AoN Stage.
(a) The Service Repair Agency shall prepare a comprehensive
plan for offloading refits, which is to include the following:-
(i) Cases approved for offloading during ARC.
(ii) Schedule of Refits being offloaded.
(iii) Rough Indicative Cost (RIC) of cases approved in the
offloading plan.
(b) Offloading Plan . The cases for offloading are to be
consolidated into the offloading plan with the under-mentioned
parts. The offloading plan (Roll-On Basis) shall serve as an
indicator of the estimated spread of expenditure, and the
anticipated budget requirement, for the next two to three
years. Delegation of financial powers will be in accordance
with those specified in DAP-2020/DFPDS-2021, as applicable,
and as amended from time to time: -
(i) Part A . Consolidated cases that would individually be
processed under delegated powers below Service HQs/
CGHQ for the ensuing year.
(ii) Part B . Consolidated cases that would individually be
processed under delegated powers below Service HQs/
CGHQ for the next two years.",procurement
DPM-2025-VOLUME-I_p0277,DPM-2025-VOLUME-I.pdf, (263),"(263)
DPM - 2025
(iii) Part C . Consolidated cases that would individually be
processed under delegated powers of Service HQs/ CGHQ
for the next two/ three years.
(iv) Part D . Consolidated cases that would individually be
processed under delegated powers of MoD for the next
two/ three years in respect of ICG and IN respectively.
(c) RIC. The RIC for approved cases would be roll-on in nature,
and under the following heads:-
(i) Major Engineering Work Package.
(ii) Major Electrical & Weapon Work Package.
(iii) Major Hull Work Package.
(iv) Major Equipment Replacement/ Upgradation.
(v) Services.
(vi) Material and Spares.
(d) Approval In Principle (AIP) . The AIP for offloading plan shall
be accorded at the Service HQ/ CGHQ level during ARC/ Mid-
Year Refit Review (MYRR).
13.3.3 Invitation of Expression of Interest (EoI ).The invitation for EoI is
issued after receipt of defect list and endorsement of staff remarks
for seeking comments/ queries of the prospective refitting yards/
firms on the refit work package. The EoI document is to be approved
by the Competent Technical Authority at the level of respective CFA.
13.3.4 Mode of Tendering. All partially/ fully offloaded refits/ repairs may be
undertaken on OTE/ L TE basis. To save costs on fuel consumption,
administrative expenses, support infrastructure requirements, etc.,
in offloading the refit/ repair work to shipyards located away from
the base port, competitive tendering on L TE basis to the shipyards
in the immediate geographical vicinity of the ship’s base and those
shipyards willing to undertake the refit/repair in such vicinity, may
be considered. In case the response from these shipyards is poor,
quotes may be invited from other shipyards to undertake the repairs/
refits at the location specified by the Customer. In order to ensure
build up and retention of capacity and expertise, long-term contracts
of multiple refits of Ships/ Submarines/ Yard craft or a Class of
Ships/ Submarines/ Yard craft by means of a single RFP/ tender
may also be undertaken. Indian shipyards having capacity/ past
experience in constructing particular class of vessels (provided no
other Indian shipyard has similar capacities/past experience), may
be considered for such long-term refit contracts on nomination/
STE basis.
CHAPTER 13",procurement
DPM-2025-VOLUME-I_p0278,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(264)
13.3.5 AoN Stage. The AoN for individual cases in the offloading plan
shall be accorded by the respective CFAs based on the financial
implication of the individual cases. The financial consultation
for each part of the offloading plan shall be given by the IFA
concerned of the respective CFA. The AoN shall be accorded for
the cases to be processed at the indicated cost and valid for the
period of consolidation on a roll-on basis. On accord of AoN for
the entire offloading plan, the same shall be forwarded to all CFAs
concerned and their respective IFAs for record by IN/ ICG. The AoN
shall be accorded for the Standard RFP and Standard Contract
for Offloading of Ships/Submarines/etc., placed at DPMF 39 and
DPMF 40 respectively.
13.3.6 All emergent cases due to service exigencies may be taken up for
AoN of CFA separately. In such cases, if the financial implication
of the offloading case is beyond the powers of the immediate
CFA, then the SOC along with the draft RFP will be sent directly to
the next higher CFA, duly recommended, for vetting and approval.
Concurrence of the intermediate IFA is not required, as the case
would be dealt with exclusively by the IFA to the next higher CFA.
13.3.7 Issue of RFP.
(a) Where the repair/ refit project involves firming up of technical
issues prior to issue of RFP , in such cases, responses to
EoI may be examined and if required discussions may be
held with prospective Bidders, followed by issue of RFP .
Such information is generally sought for cases of long-term
contracts of multiple refits of Ships/ Submarines/ Yard craft
or a Class of Ships/ Submarines/ Yard craft.
(b) After the accord of AoN, the work package is to be firmed-
up, prior to issuance of the RFP , in order to incorporate a
realistic estimate of Scope of Work (SoW). With firmed-up
work package, the RFP for single refit or longterm contracts
of multiple refits are issued by the respective Service Repair
Agencies, as and when due. The CFAs at their discretion may
form a Procurement Committee (PC) within their domain on
a case-by-case basis. The Scope of Work (SoW) would be
enclosed with the RFP . The RFP would be issued by the PC,
which may be constituted in Naval Dockyards/ NSRY in the
case of IN and BMU/ Station HQ/ DHQ/ RHQ in the case of
ICG.
(c) In case of any deviation from the standard RFP (except
Standard Conditions at Part III of Format of RFP at DPMF
11) or upward revision of the estimated cost, the case along
with the revised draft RFP , shall be forwarded for vetting and",procurement
DPM-2025-VOLUME-I_p0279,DPM-2025-VOLUME-I.pdf, (265),"(265)
DPM - 2025
approval of CFA in consultation with IFA where required as per
delegation of financial powers. With variations from Standard
RFP and Standard Contract, individual cases can still be part
of the Roll-On Plan, in which case, AoNs are to be accorded
separately for those specific cases along with the variations
in the RFP and Standard Contract.
(d) While DPMF 11 is to be used as the base draft RFP , the
additional features mentioned in DPMF 39, are to be suitably
incorporated.
13.4 Offloading of Marine/ Service Assets
13.4.1 Repairs of Marine/ Service Assets:- The procedure for complete/
partial repairs of Marine/ Service assets is the same as given in
Paragraphs above, except that the offloading plan in the case of
Marine/ Service assets would be annual.
13.5 Growth of Work (GoW)
13.5.1 The SoW in refits/repairs of ships/ submarines is usually
nondeterministic and dynamic in nature with regard to resources
required for completion. The GoW, a feature typical of refits/
repairs, is dependent, inter alia, on factors such as age of ship/
submarine, condition of onboard equipment/ machinery, condition
of hull, role and exploitation pattern, duration between formulation
of work package and actual execution of work, which may require
increase in SoW and also spares, modifications and Additions &
Alterations. Additional financial sanction up to 15% of contract
value (including taxes and duties) shall be catered for such GoW
at AoN stage, wherever required. In case of ICG, an additional 20%
of contract value (including taxes and duties) is allowed towards
non-available (NA)/ additional spares required during execution
of approved scope of work/ unforeseen work, over and above the
15% catered for GoW. In exceptional circumstances, where GoW
exceeds 15% of the contract value (including taxes and duties),
the case is to be taken up with appropriate CFA through IFA for
revised financial sanction and refixation of Delivery Period.
13.5.2 The procedure for initiating change request for GoW is placed at
DPMF 41, which shall also form part of the RFP and the Contract.
Appropriate CFA in each case will be determined based on the
total contract value (including GoW).
13.5.3 Payment in all such cases is to be made at actuals, subject to the
respective GoW ceiling stipulated for the IN and ICG, as approved
by the CFA. A Post Refit/ Repair Report shall be drawn up for
distribution to all concerned, including the IFA.
CHAPTER 13",procurement
DPM-2025-VOLUME-I_p0280,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(266)
13.5.4 If GoW has already been sanctioned and included in the Contract
by CFA, additional value on account of GoW can be approved by
Contract Operating Authority (COA) based on negotiated rates of
materials etc., on pro rata basis. Wherever, negotiated rates are not
available, the prices shall be negotiated by the COA in consultation
with the IFA (of COA). Total additional amount on account of GoW
is to be within the ceiling approved for GoW.
13.6 Payment Terms
13.6.1 Stages of Payment. The Stage Payments are to be specified in the
RFP for complete/ partial offloading of repairs/ refits and are to be
commensurate with the work to be undertaken by the shipyard/
firm. The number of stages and payment terms would vary from
case to case, depending on duration of the project and cost
involved, and are to be incorporated in the RFP . The recommended
stage payment terms for complete repairs/ refits are as follows:-
(a) Repair/ Refit Cost.
(i) Stage I . 15% advance of basic repair/ refit cost
(excluding GoW, NA spares, taxes and duties ) against
bank guarantee/ indemnity bond (in case of DPSUs)
which would be paid to the shipyard/ firm as follows:-
(aa) 10% on placement of order/ signing of contract.
(ab) 5% on submission of PERT and documentary proof
with respect to placement of work/ supply order/
subcontract on OEMs/ firms within 30 days of
conclusion of contract or on commencement of
repair/ refit (whichever is earlier).
(ii) Stage II. 10% of the basic contracted repair/ refit cost
on docking (excluding GoW).
(iii) Stage III. 15% of the basic contracted repair/ refit cost
on final undocking and completion of all underwater
works. Payment of completed GoW within the sanctioned
amount can be made additionally.
(iv) Stage IV. 20% of the basic contracted repair/ refit cost
on satisfactory completion of Basin Trials and harbour
trials of major machinery/ equipment (such as Main
Propulsion Plant, Shafting and equipment related to
Habitability).
(v) Stage V. 25% of the basic contracted repair/ refit cost
minus cost of all incomplete work on satisfactory
completion of post repair/refit Sea trials and departure
of the ship from the shipyard. Cost of incomplete work is
to be withheld until completion of work.",procurement
DPM-2025-VOLUME-I_p0281,DPM-2025-VOLUME-I.pdf, (267),"(267)
DPM - 2025
(vi) Stage VI . Balance (15%) on submission of final bill
within 60 days on satisfactory completion of Repairs/
Refit. Shipyard to provide a bank guarantee equal to 10%
of the final cost of refit/ repair (indemnity bond in case of
DPSUs), which shall be valid until the completion of the
guarantee/ warranty period.
(vii) Bill payments for all stages are to be vetted and cleared by
COA. GoW payments are to be processed on satisfactory
completion of work/ trials and on receipt of work done
certificate from the ship/ submarine/ asset.
(b) In case of repair/refit contract wherein delivery period is less
than one year, number of stage payments may be between
three and six, to be decided in consultation with IFA.
(c) Cost of Material and Spares. Advance on signing of Contract
of up to 10% of cost of material and spares not included in
the basic repair/ refit cost, against Bank Guarantee may be
permitted. The remaining payment for such spares are to
be made along with the stage payments during refit/ repair
duration, on submission of proof of Procurement order,
Material receipt and Inward inspection. Handling charges, if
any, are to be restricted to a maximum of 7.5%.
13.7 Evaluation Criteria
13.7.1 Criterion for Determination of L1. The L1 Shipyard/ Firm shall be
determined as follows:-
(a) IN. The cost of Refits/Repairs, Services and Spares listed in the
work package are to be taken into account for determination
of L1. Payment for such mandatory spares shall not exceed
the cost given in the Price bid.
(b) ICG. In case of ICG, since NA spares are not part of Refit/
Repair Package, determination of L1 bidder is to be considered
on account of cost of Refit/Repairs inclusive of Services and
mandatory components/refurbishment items for propulsion
and power generation, which are to be included upfront in the
RFP .
13.7.2 Loading in Case of Defect List (DL) Items ‘Not Quoted’. In order
to ensure that all offers are compared in an equitable and fair
manner, loading shall be resorted to for preparing CST in order
to determine the L1 bidder. During this process, the bids of all
technically qualified bidders are to be considered by notionally
loading the highest price quoted by the technically qualified bidder
against the specific unresponsive sections/ subsections/ DLs
submitted by such a bidder. These notionally loaded bids shall,
however, be deemed to be responsive only if the vendor accepts
CHAPTER 13",procurement
DPM-2025-VOLUME-I_p0282,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(268)
such loading in writing. A provision to this effect is to be included
in the RFP .
13.7.3 Negotiations for ‘Not Quoted’ DLs. Having loaded the highest
cost for the ‘Not Quoted’ DLs, the PC/ CNC should subsequently
engage with the L1 bidder to match the lowest available prices,
to ensure that reasonable price is paid for the ‘Not Quoted’ DLs
in the final contract price.
13.7.4 Quality and Cost Based Selection (QCBS). Wherever required,
QCBS may be used for evaluation. The procedure for QCBS
shall be as per Sub Paragraph 5.31.6 (b) (Chapter 5). Following
technical parameters may, inter alia, form the criteria for
evaluation of bidders under QCBS:-
a. Dry dock scheduling.
b. Quality of infrastructure.
c. Refit/Repairs Planning.
d. QA/ QC.
e. Overseeing and monitoring.
f. Material/ equipment handling and operational logistics.
g. Management practices and governance.
h. Human resource capabilities and workforce development.
i. Safety standards and services.
j. Past experience of refits/Repairs.
k. Timely completion of past contracts.
l. Subcontractor/ vendor base.
m. Proximity to Naval establishment.
n. Customer reviews.
o. Administrative arrangements.
13.7.5 Evaluation criteria shall be stated upfront in the RFP .
13.8 Format of Contract
13.8.1 While DPMF 12 is to be used as base draft of Contract for
signing with Seller, the unique features mentioned in DPMF 40
are to be suitably incorporated in Contract for these cases.
13.9 Refit DCD extension: Refit extension would be approved by CFA with
concurrence of IFA on the basis of recommendations by the CoA.
13.10 Aspects not Covered
13.10.1 Any aspect/s not specifically mentioned in this Chapter, will be
as per relevant provisions in other Chapters of this Manual.
l",procurement
DPM-2025-VOLUME-I_p0283,DPM-2025-VOLUME-I.pdf,Chapter 14,"(269)
DPM - 2025
CHAPTER 14
BANKING INSTRUMENTS
SECTION I – FOREIGN PAYMENTS
14.1 General
14.1.1 While undertaking imports in accordance with the provisions
relating to foreign procurements (Chapter 7), the following
guidelines shall be applicable for foreign payments.
14.1.2 Import Regulations. Import is regulated by the Directorate General
of Foreign Trade (DGFT) under Department of Commerce, Ministry
of Commerce and Industry, Government of India. Authorised
dealers, while undertaking import transactions, should ensure
that the imports into India are in conformity with the Foreign
Trade Policy in force (as decided and framed by DGFT) and
Foreign Exchange Management (Current Account Transactions)
Rules, 2000 framed by Government of India vide Notification No.
G.S.R. 381(E) dated 03 May 2000 and the directions issued by the
Reserve Bank of India (RBI) under Foreign Exchange Management
Act (FEMA), 1999, as amended from time to time.
14.1.3 Banking Instruments in International Trade.
The Uniform Customs and Practices for Documentary Credit
(UCPDC) are a set of internationally recognised definitions and
rules for interpretation of documentary credits, issued by the
International Chamber of Commerce (ICC), Paris. ICC Publication
No. 600 has been in operation from January 2007. The
publication covers all aspects of international trade payments
against documentary proofs through Letters of Credit (LC) and
also Bank Guarantees such as ABG, PBG, etc.The importer shall
follow normal banking procedures and adhere to the provisions of
UCPDC, while opening LCs for import into India.
14.1.4 Banking Instruments for Foreign Payments . The following two
types of banking instruments are used for effecting payments
in case of procurements ex-import, as per the payment terms
incorporated in the contract:-
(a) Letter of Credit (LC).
(b) Direct Bank Transfer (DBT).
14.1.5 Financial Sanction . The financial sanction for the foreign
procurement shall invariably incorporate the following details
relating to payment:-",procurement
DPM-2025-VOLUME-I_p0284,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(270)
(a) Total amount, with break-up of the payments (if part/ stage
payments against staggered delivery have been provided in
the contract).
(b) Mode of payment (through LC or DBT). In case of LC, then
indicate type of LC as per Paragraph 14.3.
(c) Foreign Currency involved.
14.2 LC and the Reasons for Using Them
14.2.1 An LC is a written undertaking given by the buyer’s bank (the
issuing bank) on behalf of and at the request of its customer
(the applicant/ buyer), routed through the agency of a bank in the
seller’s country (advising bank), to the seller that it (issuing bank)
guarantees to pay the seller for the goods within a specified time,
provided the conditions laid down in documentary credit are fully
satisfied.
14.2.2 An LC may be established in any Indian Public/ Private Sector
Scheduled Commercial Bank, from the list of banks approved by
MoD for this purpose, to be decided by the Buyer.
14.2.3 Reasons for using LC . In international trade, the buyer and the
seller being located in different countries, may not know each other
well. Also, the two countries would have different legal systems,
currencies and trade and exchange regulations. Due to these
reasons, both the buyer and the seller need certain conditions
to be fulfilled, to suit their requirements, before releasing the
payments and goods respectively.
(a) A Seller would want:-
(i) To be paid as soon as he ships the goods.
(ii) An assurance that he will be paid by the buyer or his bank
as per contractual obligations.
(iii) Convenience of receiving payments in his own country.
(b) A Buyer would want:-
(i) To pay for the contracted goods only after they are
shipped by the seller.
(ii) The LC improves the credibility of the nation in terms
of its financial strength and its commitment towards
international obligation.",procurement
DPM-2025-VOLUME-I_p0285,DPM-2025-VOLUME-I.pdf, (271),"(271)
DPM - 2025
14.3 Forms of LC
14.3.1 Basic Forms of LC. Basic forms of LCs as applicable to Defence
are as follows:-
(a) Irrevocable LC.
(b) Confirmed LC.
(c) Revolving LC.
14.3.2 Irrevocable LC. When the issuing bank gives a definite, absolute
and irrevocable undertaking to honour its obligations, provided
the beneficiary complies with all the terms and conditions, such a
credit is known as an Irrevocable LC. It means that the LC cannot
be amended, cancelled or revoked without the consent of the
parties to the LC. This gives the beneficiary a definite protection.
Whether an LC specifically mentions it or is silent about it, all LCs
are deemed to be irrevocable.
14.3.3 Confirmed LC. A Confirmed LC is one in respect of which another
bank in the beneficiary’s country, adds its confirmation at the
request of the issuing bank. This undertaking of the confirming
bank to pay/ negotiate/ accept, is in addition to the undertaking
of the issuing bank. This is an added protection to the beneficiary,
but it should not to be agreed to, as it undermines the credibility
of the Indian Banks and entails additional bank charges. However,
if the beneficiary insists on such confirmation, charges thereof
shall be borne by the beneficiary/ seller.
14.3.4 Revolving LC. In such LCs, the amount is restored, after it has
been utilised, to the original amount, or any other pre-determined
amount. Such credits are used when the buyer is to receive partial
shipment of goods at specific intervals over a long duration. It
can be cumulative or noncumulative in nature. It avoids opening a
fresh LC for each and every consignment. It also results in savings
in respect of individual LC charges levied by the banks. While
opening Irrevocable Revolving LCs, the following information
shall be provided to the issuing bank for opening of such an LC:-
(a) Initial value for which the LC is to be established (generally it
is equal to the first stage/ lot payment).
(b) Stages and values of replenishments under the LC.
(c) Maximum utilisation under the LC.
CHAPTER 14",procurement
DPM-2025-VOLUME-I_p0286,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(272)
14.4 Essential Elements of LC
14.4.1 Following essential elements are to be clearly stipulated while
opening an LC:-
(a) Type of LC.
(b) Name and address of the applicant (Directorate/ Organisation)
and the beneficiary (Seller).
(c) Amount of credit and currency.
(d) Validity of LC.
(e) Latest shipment date (i.e. last delivery date as per the
contract. In case of staggered delivery, last delivery date of
each lot must be mentioned).
(f) Basis of delivery (FOB/ FCA/ FAS/ CIP/ CIF/ CFR/ DAP/ etc.)
(g) Contract No. and date.
(h) 100% value of the stores/services to be supplied under the
LC.
(i) Shipment of Consignment from Port ................................... to
Port ………………....……
(j) Consignee and ultimate Consignee with delivery address.
(k) Part-shipment allowed/ not allowed.
(l) Transhipment allowed/ not allowed.
(m) Documents required to be produced by the beneficiary for
release of payment against an LC.
(n) LD Clause.
(o) Beneficiary bank details.
(p) Any other special instructions.
14.5 Procedure for Opening LC and Working of the LC Mechanism
14.5.1 Documents to be Provided by Buyer for Opening of LC . The
following documents shall be required for opening an LC:-
(a) Forwarding letter (03 copies).
(b) Notification for readiness (03 copies).
(c) FFE release certificate (03 copies).
(d) Sanction letter/ Amendments (03 copies).
(e) Extract of terms and conditions of contract (03 copies).
(f) Form A1/ A2 as the case may be (Stores/ Services) (03
copies).",procurement
DPM-2025-VOLUME-I_p0287,DPM-2025-VOLUME-I.pdf, (273),"(273)
DPM - 2025
(g) Form No. 2 Application-cum-Guarantee (SWIFT 700)(03
copies).
(h) Schedule of Requirements (03 copies).
(i) FEMA Certificate (03 copies).
(j) Bank Guarantees (03 copies).
(k) Certificate of Budgetary support (03 copies).
(l) Specimen of all the certificates/ formats as referred to in
the contract, such as certificate of origin/ quality, certificate
of conformity & acceptance test at PDI, FAT/ HAT/ SAT
completion certificate, milestone completion certificate, LD
deduction format, etc. (03 copies each of every certificate).
14.5.2 Opening of LC . The procedure for opening of an LC would
generally include steps as given below:-
(a) Step 1 . Receipt of PBG in respect of the supplier and
confirmation thereof by the contract concluding authority
from any of the Indian Public or Private Sector SCBs,
checking of contents of the guarantee by the buyer for
conformity with model PBG format (latest RBI format),
validity date, etc., and intimation received from the supplier
regarding readiness of goods for dispatch as per contractual
terms. Provisions of Paragraph 14.9.7 are also relevant in
case of any deviations with respect to the issue of PBG by
foreign banks.
(b) Step 2 . The contract concluding authority to seek
confirmation of budgetary support for the payment from
the appropriate budget authority/ Financial Planning
Directorate in Service HQs/other Organisations.
(c) Step 3 . Thereafter, the contract concluding authority
(Sponsor Directorate) takes the following actions:-
(i) Application cum Guarantee Form (as per format at
DPMF 42) and applicable Form as mentioned below
shall be filled up:-
(aa) Form A1 in case of import of goods. A sample
format of the Form is placed at DPMF 43.
(ab) Form A2 in case of other than equipment/ goods
(viz. service LCs, repairs, periodicals, training
pamphlets, etc.). A sample format of the Form is
placed at DPMF 44.
CHAPTER 14",procurement
DPM-2025-VOLUME-I_p0288,DPM-2025-VOLUME-I.pdf,DPM - 2025,"DPM - 2025
(274)
(ii) Details as per Annexure D to LC (format of Annexure D
at DPMF 45) to be filled up.
(iii) FEMA Undertaking as per RBI, requirements to be
prepared by Sponsor Directorate.
(iv) FFE release certificate.
(v) After checking all the documents, including PBG, the
buyer forwards the case for opening of LC, with the
appropriate Form (as per format at DPMF 42 ) duly
filled and the accompanying documents indicated
above, to the Principal Controller/ Controller of Defence
Accounts concerned, who after proper scrutiny of the
details for correctness, authorises the bank concerned
(issuing bank) as mentioned in Paragraph 14.2.2,
above to open the LC.
(d) Step 4. The issuing bank establishes the LC with a unique
LC number allotted to each case, and intimates the Principal
Controller/ Controller of Defence Accounts concerned and
the contract concluding authority about opening of LC.
14.5.3 Payment through LC. The LC mechanism operates as follows:-
(a) The Buyer requests the Issuing Bank to open an LC.
(b) The Issuing Bank conveys LC through the Advising Bank/
Nominated Negotiating Bank.
(c) The Advising Bank advises the credit to the beneficiary,
either directly or through the Nominated Negotiating Bank,
if any.
(d) The Beneficiary, after complying with terms and conditions
against stipulated documents, gets the value/ payment
either from the Advising Bank or the Nominated Negotiating
bank as per the terms of the LC.
(e) After passing on the value/ payment, the Negotiating/
Advising Bank claims reimbursement from the Issuing Bank
or Nominated Bank as per the terms of LC.
(f) Ultimately, the Issuing Bank recovers the amount from the
applicant. It is the definite commitment of the Issuing Bank
to reimburse to the Negotiating/ Advising Bank, irrespective
of whether the applicant provides the amount or not.",procurement
DPM-2025-VOLUME-I_p0289,DPM-2025-VOLUME-I.pdf, (275),"(275)
DPM - 2025
14.6 Documents to be Provided by the Seller for Release of Payment
14.6.1 Paid shipping documents are required to be provided to the Advising
Bank/ Nominated Negotiating Bank by the Supplier as proof of
dispatch of goods as per contractual terms to get his payment
against the LC. The Advising Bank/ Nominated Negotiating Bank
forwards one set each of these documents to the Issuing Bank
and the Landing Officer, as specified in the Contract, for getting the
goods/ stores released from the Port/ Airport. These documents,
the details of which are to be specified in the contract, include:-
(a) Clean on Board Master Airway Bill/ Bill of Lading/ACT
(Acceptance Certificate in case of technical documents).
(b) Original Invoice.
(c) Packing List.
(d) Certificate of country of Origin of goods/ services.
(e) Certificate of Quality and current manufacture from OEM.
(f) Dangerous Cargo Certificate, if any.
(g) Insurance Policy of 110% if CIF/ CIP contract, wherever
applicable.
(h) Certificate of Conformity & Acceptance test at PDI, signed by
Buyer’s and Seller’s QA Department, if provided in contract.
(i) Phytosanitary/ Fumigation Certificate, if applicable.
(j) Copy of Performance Bank Guarantee (PBG).
(k) Warranty Certificate/ Guarantee, as applicable.
14.7 Extension/amendment of LC
14.7.1 Points to be checked for extension. The following points shall be
checked by the Contract concluding authority before initiating the
case for extension of LC:-
(a) Request from seller for extension of delivery date in absolute
terms and for corresponding amendment of LC for latest
date of shipment, has been received.
(b) Extension of delivery date given in the contract and
corresponding amendment in LC for latest date of shipment,
has been accepted by the CFA in consultation with IFA,
where required as per delegated financial powers and a re-
confirmation regarding continuing availability of funds for
releasing payment.
CHAPTER 14",procurement
